ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Gender_encoded,Ever_Married_encoded,Graduated_encoded,Spending_encoded,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Cluster_3,Cluster_4,Cluster_5,Cluster,Persona,PC1,PC2
459041,Male,Yes,55,Yes,Artist,8.0,Low,1.0,Cat_6,1,1,1,0,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.9948349403120951,1.8799862840767987
459045,Female,Yes,88,Yes,Lawyer,1.0,Average,4.0,Cat_6,0,1,1,1,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.015027132271899,-0.6815166573840241
459056,Male,Yes,63,No,Executive,1.0,High,3.0,Cat_6,1,1,0,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,2.053914770244123,-3.3060173299702638
459057,Male,Yes,69,No,Lawyer,1.0,High,2.0,Cat_6,1,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.818521239584821,-1.9574761602135484
459058,Male,No,42,Yes,Artist,0.0,Low,4.0,Cat_3,1,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.4437854183787643,0.8878120230059819
459059,Male,Yes,79,No,Executive,1.0,High,2.0,Cat_6,1,1,0,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,2.646522523508812,-3.085427548416048
459061,Female,Yes,35,Yes,Healthcare,9.0,High,3.0,Cat_6,0,1,1,2,False,False,False,False,False,True,False,False,False,2,2,1,1,Mainstream Majority,-0.19801896516279613,-0.20612296720888743
459064,Male,Yes,27,No,Executive,5.0,High,4.0,Cat_6,1,1,0,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,0.7439750557917509,-3.233802353159824
459065,Male,Yes,52,Yes,Engineer,1.0,Low,2.0,Cat_6,1,1,1,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,0.5517671051113077,0.1349882007042697
459074,Female,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_4,0,0,1,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.2446683955651445,-0.025588965607216102
459077,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,0,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.0496089320529656,-1.382943276219534
459079,Male,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.826829209544682,-1.143088326098614
459080,Male,Yes,89,No,Lawyer,1.0,Low,2.0,Cat_6,1,1,0,0,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.3309627777014343,-1.2503075825696484
459083,Male,Yes,63,Yes,Artist,9.0,Average,3.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.5075866917473308,1.0511061790751286
459090,Male,No,31,No,Artist,1.0,Low,2.0,Cat_6,1,0,0,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-1.0402185147679275,0.6268294661951712
459091,Male,Yes,72,Yes,Artist,1.0,Average,6.0,Cat_1,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.6693338505911262,-0.22944352823067857
459093,Female,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,0,1,1,1,False,True,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,0.3724372184217722,0.9244086043108429
459100,Female,No,61,Yes,Artist,11.0,Low,1.0,Cat_6,0,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,0.06766875474672693,2.8981077174818237
459106,Male,Yes,62,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,1,0,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.331984613160276,1.1069578317071211
459114,Male,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.6637342930028407,0.8090136964042972
459116,Male,Yes,60,Yes,Artist,2.0,Average,5.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.3994998244978702,0.10922564620990853
459117,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,1,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.5917530105039512,0.3490573720773342
459118,Male,No,19,No,Healthcare,1.0,Low,8.0,Cat_6,1,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-3.4498948157701683,-2.393424302371562
459119,Male,Yes,57,Yes,Executive,8.0,High,3.0,Cat_6,1,1,1,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,2.133596011589506,-2.0006846572496726
459120,Male,No,19,No,Healthcare,5.0,Low,5.0,Cat_2,1,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-3.221014216890249,-1.38421586489792
459121,Female,Yes,51,Yes,Artist,3.0,Average,6.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.918047537670581,0.5324674857804185
459123,Female,Yes,86,No,Artist,1.0,High,2.0,Cat_6,0,1,0,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.5559115888410435,0.12191559841055946
459130,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,0,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.9011070213875256,-1.373187145068402
459132,Male,No,23,No,Entertainment,6.0,Low,2.0,Cat_6,1,0,0,0,False,False,False,True,False,False,False,False,False,1,0,2,2,Young Budget,-1.7835383800427738,-0.27471811831609466
459136,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.4272619334365295,0.7631296740363032
459140,Female,No,19,No,Healthcare,7.0,Low,6.0,Cat_6,0,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-3.4659941441512263,-0.9150900029594156
459143,Male,Yes,50,No,Artist,0.0,High,4.0,Cat_6,1,1,0,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.3486417622735296,-0.968949264513277
459144,Male,Yes,80,Yes,Lawyer,1.0,High,2.0,Cat_6,1,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.6189265346130655,-1.1294297424870292
459145,Male,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_2,1,1,0,0,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.121660213372747,-0.9770346927993194
459150,Female,No,48,Yes,Doctor,0.0,Low,1.0,Cat_6,0,0,1,0,False,True,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.5125209137072969,1.2100989162710334
459160,Male,Yes,70,Yes,Doctor,1.0,Average,2.0,Cat_6,1,1,1,1,False,True,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.5463130661959053,-0.23378257018225648
459161,Male,Yes,50,Yes,Executive,3.0,High,5.0,Cat_6,1,1,1,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,1.8450454565447318,-2.8078701683139236
459162,Female,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.672942631781075,-0.6046833333214615
459163,Male,No,35,Yes,Entertainment,0.0,Low,1.0,Cat_6,1,0,1,0,False,False,False,True,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.6510445859572768,0.4225161237778456
459167,Female,No,36,Yes,Artist,0.0,Low,2.0,Cat_5,0,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.45310056176946656,1.997183329159296
459170,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,0,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.3962303843987544,2.314389015067392
459171,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.0708573478394732,0.7865443887990201
459172,Male,No,18,No,Healthcare,3.0,Low,3.0,Cat_2,1,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.9542491614898143,-1.0055359530720802
459175,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.1027246604026018,1.369887996786727
459181,Male,Yes,62,No,Artist,1.0,High,3.0,Cat_6,1,1,0,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.7916169073743857,-0.6771095195981238
459182,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.3008143428092251,1.4225711050028402
459184,Male,Yes,43,Yes,Entertainment,0.0,Low,4.0,Cat_4,1,1,1,0,False,False,False,True,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.18131266430830376,-0.5939703589474898
459185,Female,No,32,Yes,Entertainment,7.0,Low,1.0,Cat_6,0,0,1,0,False,False,False,True,False,False,False,False,False,2,0,1,1,Mainstream Majority,-1.0218794186396412,1.4665303578450264
459193,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,1,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.18068164737218625,1.649093905410176
459194,Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.8511449245796032,-0.6163906907028199
459196,Female,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,0,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.927672051458108,-0.6018259820958969
459208,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_3,0,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.199132678177248,0.9645660069061035
459209,Female,No,18,No,Entertainment,0.0,Low,4.0,Cat_6,0,0,0,0,False,False,False,True,False,False,False,False,False,1,0,2,2,Young Budget,-2.0477732200526266,-0.5552059939845513
459210,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,0,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.584106948408999,1.0006938981229656
459212,Female,Yes,69,Yes,Artist,0.0,Average,2.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.01475421150173,1.3142478432676008
459213,Female,No,42,Yes,Healthcare,0.0,Low,4.0,Cat_6,0,0,1,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-1.858563427835,-0.050954906600159354
459216,Female,No,36,Yes,Artist,0.0,Low,2.0,Cat_6,0,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.45310056176946656,1.997183329159296
459220,Female,Yes,80,Yes,Lawyer,1.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.5530104057503302,-0.5353845961907504
459221,Male,Yes,69,No,Entertainment,1.0,Low,1.0,Cat_6,1,1,0,0,False,False,False,True,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.8011953459786776,-0.6753388850388397
459222,Female,Yes,67,Yes,Artist,0.0,Average,3.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.8379518081002733,1.0663408944902153
459223,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,0,1,1,1,False,True,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,0.5624848700015843,-0.09847802306644682
459224,Female,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.4207465688399699,1.3532723678721292
459227,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,0,1,0,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-1.0633096732998708,-0.07751036960935523
459229,Female,Yes,65,Yes,Lawyer,1.0,Average,4.0,Cat_6,0,1,1,1,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.3319183432108743,-0.6366384540888166
459236,Female,Yes,78,No,Lawyer,0.0,High,2.0,Cat_6,0,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.0507396295513587,-1.4444371084293393
459237,Male,No,33,Yes,Artist,1.0,Low,6.0,Cat_6,1,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.9767232154785983,0.46519931504237505
459244,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_6,1,1,1,0,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.0027498228008438,1.449529458608161
459247,Male,Yes,58,Yes,Executive,1.0,Average,5.0,Cat_6,1,1,1,1,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,1.603527620599824,-2.577273543911584
459258,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.642111552149594,-0.5412382748814297
459263,Female,No,30,No,Healthcare,9.0,Low,4.0,Cat_6,0,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.966148821679658,-0.306044572136166
459264,Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_6,0,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.48280094390255446,1.9991345553895223
459266,Male,No,32,Yes,Healthcare,6.0,Low,5.0,Cat_6,1,0,1,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.39203923722731,-0.4966268411918215
459270,Male,Yes,69,Yes,Homemaker,1.0,High,2.0,Cat_6,1,1,1,2,False,False,False,False,False,False,True,False,False,2,3,1,1,Mainstream Majority,2.056019536959552,0.021231845835985932
459284,Female,Yes,71,Yes,Lawyer,1.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.285706966552538,-0.5178235601187127
459287,Male,No,43,Yes,Lawyer,0.0,Low,1.0,Cat_4,1,0,1,0,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,0.6397198993037044,0.12277154224759217
459288,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,1,1,1,0,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.5894750598330757,1.1557384874627816
459289,Male,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,1,0,1,0,False,True,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.6248070776430895,0.6277611273561129
459290,Female,Yes,70,Yes,Doctor,1.0,Average,2.0,Cat_6,0,1,1,1,False,True,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.4803969373331698,0.36026257611402224
459292,Male,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,1,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.09018061157585087,1.383625920560753
459293,Male,No,21,No,Healthcare,1.0,Low,2.0,Cat_1,1,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.6860842166923087,-0.8864703474049849
459296,Male,Yes,70,Yes,Artist,0.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,2.1103707224975534,0.7182514707410956
459300,Female,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,0,1,1,0,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.2055370225329716,1.7663992626736582
459307,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,1,1,1,0,False,False,False,True,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.0075929983451615,0.19173205729220794
459310,Male,No,37,Yes,Entertainment,0.0,Low,2.0,Cat_2,1,0,1,0,False,False,False,True,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.7090454608263814,0.16680427007955453
459316,Male,Yes,30,Yes,Healthcare,1.0,Low,2.0,Cat_6,1,1,1,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-0.9981205753235215,-0.299969946388022
459318,Female,No,32,Yes,Engineer,1.0,Low,3.0,Cat_6,0,0,1,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-1.1725174161551872,0.7616969395372476
459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,1,1,1,0,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,0.3779666979704759,-1.7015640093844797
459322,Male,No,42,Yes,Marketing,0.0,Low,1.0,Cat_6,1,0,1,0,False,False,False,False,False,False,False,False,True,1,0,2,2,Young Budget,-0.7914447515561766,0.34465593156884256
459323,Female,No,18,No,Doctor,1.0,Low,2.0,Cat_6,0,0,0,0,False,True,False,False,False,False,False,False,False,1,0,2,2,Young Budget,-2.0254661880309746,0.23076145412100943
459338,Male,Yes,80,No,Executive,1.0,Low,2.0,Cat_6,1,1,0,0,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,1.594656801096753,-2.3411856723978457
459339,Male,Yes,29,Yes,Healthcare,8.0,High,2.0,Cat_6,1,1,1,2,False,False,False,False,False,True,False,False,False,2,2,1,1,Mainstream Majority,-0.16207241033182745,-0.6000964133260014
459344,Female,Yes,88,Yes,Artist,1.0,High,2.0,Cat_6,0,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,3.0890134446714956,0.9675230522091165
459347,Male,Yes,70,Yes,Lawyer,1.0,Low,1.0,Cat_6,1,1,1,0,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.3577582478723187,-0.11191497669849833
459349,Female,Yes,50,Yes,Artist,1.0,High,4.0,Cat_6,0,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.7255956453435894,0.5380508464820436
459352,Male,Yes,43,Yes,Doctor,4.0,Average,4.0,Cat_3,1,1,1,1,False,True,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.41710623143752573,-0.4943830891217245
459353,Male,Yes,51,Yes,Artist,6.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.3610769841799975,1.1359951197555884
459354,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_6,0,1,1,2,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.84299728447887,0.789860247719882
459355,Female,Yes,74,No,Homemaker,1.0,Low,1.0,Cat_6,0,1,0,0,False,False,False,False,False,False,True,False,False,2,0,1,1,Mainstream Majority,0.7007397617881141,0.7540134582083895
459360,Female,No,29,Yes,Healthcare,1.0,Low,3.0,Cat_6,0,0,1,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.1580978360613448,0.28966549407065406
459361,Female,No,32,Yes,Engineer,1.0,Low,2.0,Cat_6,0,0,1,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-1.0551157770199064,1.013506340775086
459362,Male,Yes,60,No,Executive,0.0,Low,2.0,Cat_6,1,1,0,0,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,1.0314802380664732,-2.3656062062333496
459363,Male,No,46,Yes,Artist,2.0,Low,1.0,Cat_6,1,0,1,0,True,False,False,False,False,False,False,False,False,2,0,1,1,Mainstream Majority,-0.03444113170353151,1.7623254386786549
459364,Female,Yes,81,Yes,Marketing,0.0,Low,2.0,Cat_6,0,1,1,0,False,False,False,False,False,False,False,False,True,2,0,1,1,Mainstream Majority,1.1305114942429586,0.36534538447844367
459369,Male,Yes,41,No,Engineer,1.0,Average,7.0,Cat_4,1,1,0,1,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-0.29486333332076636,-2.3252017743356554
459375,Male,Yes,22,No,Executive,0.0,High,4.0,Cat_6,1,1,0,2,False,False,False,False,True,False,False,False,False,0,3,4,4,Premium Spenders,0.7496285432837142,-3.5412715142088507
459377,Male,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.0128564729703684,0.530832535100729
459383,Male,Yes,43,No,Engineer,0.0,Low,1.0,Cat_6,1,1,0,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-0.04100470688399903,-0.508596326684896
459384,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.368130361069032,0.5689116525478175
459385,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_7,0,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,0.9741101393452569,1.4440345935353307
459386,Male,Yes,65,No,Lawyer,1.0,High,2.0,Cat_6,1,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.699719711052469,-1.9496712552926427
459391,Female,No,41,Yes,Engineer,0.0,Low,4.0,Cat_6,0,0,1,0,False,False,True,False,False,False,False,False,False,2,0,0,0,Mid-Career Mix,-0.9917845364611954,0.42888144378733967
459394,Male,No,28,No,Entertainment,8.0,Low,2.0,Cat_6,1,0,0,0,False,False,False,True,False,False,False,False,False,1,0,2,2,Young Budget,-1.696698628640295,-0.15758413258716297
459397,Male,Yes,55,Yes,Artist,4.0,Average,2.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.5415406719753109,1.001300097954619
459398,Female,Yes,58,No,Lawyer,1.0,High,2.0,Cat_6,0,1,0,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,2.4259009072581175,-1.3419675253847791
459401,Male,No,28,No,Healthcare,1.0,Low,3.0,Cat_6,1,0,0,0,False,False,False,False,False,True,False,False,False,1,2,2,2,Young Budget,-2.595583180895973,-1.1519383322544081
459403,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_7,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.1913279576675753,0.321004703770432
459405,Female,Yes,78,No,Doctor,1.0,High,2.0,Cat_6,0,1,0,2,False,True,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.7850819551061716,-0.8779536911110134
459407,Female,No,35,Yes,Doctor,1.0,Low,3.0,Cat_6,0,0,1,0,False,True,False,False,False,False,False,False,False,1,0,2,2,Young Budget,-1.1642602393394832,0.7952911132283319
459409,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.4650399568494588,-0.5910247497098766
459410,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,0,1,1,2,False,False,False,False,False,False,False,True,False,0,1,3,3,Senior Spenders,3.7906134628150343,-0.5509944060325618
459412,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_6,1,1,1,1,True,False,False,False,False,False,False,False,False,2,3,1,1,Mainstream Majority,1.694834564533,0.5474481640153269
